item_name,cat,kcal_100g,fat_100g,carbs_100g,protein_100g,source,cat_l1,cat_l2,cat_l3,item_name_word_count
ready rice jasmine,jasmine rice,0.0,0.2275,19.5,1.76,off,grains & pasta,rice,jasmine rice,3
ready rice basmati,basmati rices,157.142857142857,2.14285714285714,31.4285714285714,3.57142857142857,off,grains & pasta,rice,basmati rices,3
ready rice spanish style,rices,192.857142857143,2.14285714285714,35.7142857142857,4.28571428571429,off,grains & pasta,rice,rices,4
jasmine rice,rice,355.555555555556,0.91,78.0,7.04,off,grains & pasta,rice,rice,2
steamed chicken soup dumplings,asian,147.058823529412,4.11764705882353,17.0588235294118,9.41176470588235,off,,,asian,4
cafe noisette,coffees,250.0,0.0,2.0,0.1,off,beverages,coffee,coffees,2
perrier source,spring waters,0.0,0.0,0.0,0.0,off,beverages,water,spring waters,2
simply hot chocolate,cocoa and chocolate powders,388.888888888889,1.38888888888889,80.5555555555556,11.1111111111111,off,sweets & confectionery,chocolate,cocoa and chocolate powders,3
rice cracker medley,crackers (appetizers),366.666666666667,0.0,86.6666666666667,6.66666666666667,off,baked goods,crackers,crackers (appetizers),3
sweet plantain chips,snacks,500.0,21.428571428571,71.428571428571,3.5714285714286,off,snacks,other snacks,snacks,3
corned beef,corned beef,232.142857142857,14.2857142857143,1.78571428571429,25.0,off,meat,processed meats & cold cuts,corned beef,2
maple syrup,maple syrups,348.0,0.0,87.0,0.0,off,sweets & confectionery,honey & syrups,maple syrups,2
life,breakfast cereals,387.755102040816,5.81300625,57.278225,14.534245625,off,grains & pasta,cereal,breakfast cereals,1
croque nature recetter originale,cereals and their products,450.0,17.0,43.7701388888889,10.0,off,grains & pasta,cereal,cereals and their products,4
crispy minis,puffed wholegrain rice cakes,368.421052631579,5.26,78.95,10.53,off,snacks,other snacks,puffed wholegrain rice cakes,2
crispy minis cheddar,snacks-sales,466.666666666667,16.6666666666667,66.6666666666667,6.66666666666667,off,snacks,other snacks,snacks-sales,3
crispy minis crunchy dill flavour,rice dishes,466.666666666667,16.6666666666667,66.6666666666667,6.66666666666667,off,grains & pasta,rice,rice dishes,5
chewy chcolate chip,cereal bars,416.66666666667,14.583333333333,70.833333333333,4.1666666666667,off,snacks,snack bars,cereal bars,3
chewy chocolatey fun,cereal bars,416.66666666667,14.583333333333,70.833333333333,4.1666666666667,off,snacks,snack bars,cereal bars,3
fruit punch,beverages,23.688663282572,0.0,6.0913705583756,0.0,off,beverages,other beverages,beverages,2
multi grain crackers,wheat crackers,444.444444444444,15.0448604166667,53.6094927083333,8.67746666666667,off,baked goods,crackers,wheat crackers,3
multi grain crackers,snacks-sales,500.0,19.4444444444444,61.1111111111111,11.1111111111111,off,snacks,other snacks,snacks-sales,3
vinta crackers,crackers (appetizers),100.0,4.5,12.0,2.0,off,baked goods,crackers,crackers (appetizers),2
veggie crisps sea salt,small crackers,433.333333333333,10.0,70.0,10.0,off,baked goods,crackers,small crackers,4
veggie crisps zesty ranch,crisps,433.333333333333,13.3333333333333,66.6666666666667,10.0,off,snacks,chips & crisps,crisps,4
paneriso herb and garlic croutons,breads,350.0,10.0,75.0,5.0,off,grains & pasta,bread,breads,5
weetabix,extruded cereals,339.622641509434,1.88679245283019,79.2452830188679,9.43396226415094,off,grains & pasta,cereal,extruded cereals,1
muesli,post,360.0,6.0,70.0,12.0,off,,,post,1
soya sauce,soy sauces,33.33,0.0,6.67,2.67,off,condiments & sauces,seasoning & spices,soy sauces,2
pate de tomates,tomato pastes,66.6666666666667,0.0,16.6666666666667,3.33333333333333,off,vegetables,canned vegetables,tomato pastes,3
apple mango spinach,baby foods,54.6875,0.0,14.84375,0.78125,off,baby food,baby food,baby foods,3
diced tomatoes,canned tomatoes,20.0,0.0,4.0,1.6,off,vegetables,canned vegetables,canned tomatoes,2
cream cheese spread,cheeses,266.666666666667,26.67,6.67,6.67,off,dairy & eggs,cheese,cheeses,3
cacao,cocoa powders,300.0,10.0,60.0,20.0,off,other,other,cocoa powders,1
cream of mushroom,mushrooms and their products,64.0,2.8,8.0,1.6,off,vegetables,fresh vegetables,mushrooms and their products,3
condensed tomato soup,tomato soups,97.155,1.16885416666667,19.2875833333333,1.65430416666667,off,soups,canned soup,tomato soups,3
craquelins de riz sesame,crackers,400.0,7.5,80.0,10.0,off,baked goods,crackers,crackers,4
yogourt grec nature,dairies,60.8695652173913,0.0,4.34782608695652,9.56521739130435,off,other,other,dairies,3
original pasta sauce,sauces,48.0,0.4,10.4,0.8,off,condiments & sauces,cooking sauces,sauces,3
cheddar fort,cheeses,400.0,33.333333333333,3.3333333333333,23.333333333333,off,dairy & eggs,cheese,cheeses,2
fromage cottage,cottage cheeses,80.0,0.8,6.4,11.2,off,dairy & eggs,cheese,cottage cheeses,2
smoked bacon hash browns,potatoes for hash browns,163.333333333333,9.0,15.0,6.33333333333333,off,,,potatoes for hash browns,4
bagels cannelle et raisin,breads,266.666666666667,1.33333333333333,57.3333333333333,9.33333333333333,off,grains & pasta,bread,breads,4
superfries sweet potato plank cut,sweet potatoes,188.235294117647,8.23529411764706,27.0588235294118,1.17647058823529,off,vegetables,fresh vegetables,sweet potatoes,5
potato pancakes,pancakes,175.675675675676,10.8108108108108,21.6216216216216,1.35135135135135,off,baked goods,cakes & pastries,pancakes,2
rice vermicelli,rice vermicelli,346.666666666667,0.666666666666667,85.3333333333333,1.3,off,grains & pasta,rice,rice vermicelli,2
capres non pareilles,pickled capers,42.8571428571429,0.714285714285714,5.0,3.57142857142857,off,vegetables,"pickles, olives & peppers",pickled capers,3
organic honey amber,liquid honeys,300.0,0.0,85.0,0.0,off,sweets & confectionery,honey & syrups,liquid honeys,3
organic honey,honeys,300.0,0.0,17.0,0.0,off,sweets & confectionery,honey & syrups,honeys,2
lean turkey pepperoni,prepared meats,166.666666666667,10.0,3.33333333333333,20.0,off,meat,processed meats & cold cuts,prepared meats,3
gluten free omega flax bread,breads,200.0,4.29,45.71,5.71,off,grains & pasta,bread,breads,5
steady eddie sprouted wheat bread,breads,237.0,1.32,42.11,15.79,off,grains & pasta,bread,breads,5
little big bread,sliced breads,232.558139534884,2.32558139534884,44.1860465116279,16.2790697674419,off,grains & pasta,bread,sliced breads,3
big red s bread heritage grain,breads,250.0,5.35714285714286,42.8571428571429,14.2857142857143,off,grains & pasta,bread,breads,5
the king s bread sprouted power,breads,250.0,2.5,42.5,15.0,off,grains & pasta,bread,breads,5
hemptation,breads,263.0,3.95,42.11,15.79,off,grains & pasta,bread,breads,1
organic sprouted power plain bagels,bagel breads,155.491,3.204125,26.14545,4.1167075,off,grains & pasta,bread,bagel breads,5
omegamazing bread,sliced breads,227.731461588542,5.64810384114583,51.1438696289062,10.9409889322917,off,grains & pasta,bread,sliced breads,2
hatch chile mac and cheese,macaroni and cheese,152.941176470588,5.88235294117647,18.2352941176471,7.05882352941176,off,grains & pasta,pasta & noodles,macaroni and cheese,5
moutarde de dijon,dijon mustards,152.0,12.0,2.4,7.2,off,condiments & sauces,ketchup & mustard,dijon mustards,3
classic yellow prepared mustard,groceries-condiments-sauces-mustards,40.4588666666667,1.25876666666667,2.72369583333333,1.29439666666667,off,,,groceries-condiments-sauces-mustards,4
tomato ketchup,groceries,133.333333333333,0.0,26.6666666666667,1.33333333333333,off,other,undefined,groceries,2
oignons croustillants,fried onions,642.857142857143,50.0,42.8571428571429,4.28571428571429,off,vegetables,fresh vegetables,fried onions,2
hash brown,hash browns,200.0,10.0,23.3333333333333,1.66666666666667,off,vegetables,frozen vegetables,hash browns,2
straight cut,frozen deep-fried french fries,117.647058823529,2.35294117647059,23.5294117647059,2.35294117647059,off,,,frozen deep-fried french fries,2
onion soup,french-onion-soup,66.6666666666667,3.15789473684211,5.96491228070175,4.56140350877193,off,,,french-onion-soup,2
avocado s number guacamole to go,groceries,157.89473684211,14.035087719298,8.7719298245614,1.7543859649123,off,other,undefined,groceries,5
trio mini donuts,frozen doughnuts,420.0,24.0,45.0,5.1,off,,,frozen doughnuts,3
butter croissants,butter croissants,391.891891891892,10.7886363636364,41.6454545454545,7.11886363636363,off,baked goods,cakes & pastries,butter croissants,2
sliced french brioche,breads,355.555555555556,13.3333333333333,51.1111111111111,6.66666666666667,off,grains & pasta,bread,breads,3
baby garlic dills,pickled vegetables,11.1111111111111,0.0,7.71604938271606,0.771604938271606,off,vegetables,"pickles, olives & peppers",pickled vegetables,3
hershey s creamy milk chocolate,milk chocolates,500.0,28.0,60.0,10.0,off,sweets & confectionery,chocolate,milk chocolates,4
cocoa,cocoa powders,387.0,20.6,11.6,22.4,off,other,other,cocoa powders,1
chipits dark chocolate chips,chocolates,466.666666666667,33.333333333333,60.0,6.6666666666667,off,sweets & confectionery,chocolate,chocolates,4
chile lime seasoning blend,groceries,15.1354166666667,0.12421875,4.421875,0.7421875,off,other,undefined,groceries,4
avocado oil,avocado oils,800.0,93.3333333333333,0.0,0.0,off,fats & oils,vegetable & cooking oils,avocado oils,2
long and wild rice,raw-parboiled-rice,377.777777777778,0.97,76.25,8.1075,off,,,raw-parboiled-rice,4
pumpkin bagels,bagel breads,294.117647058824,1.76470588235294,57.6470588235294,11.7647058823529,off,grains & pasta,bread,bagel breads,2
yogourt grec epice,yogurts,90.0,1.5,11.0,8.0,off,dairy & eggs,yogurt,yogurts,3
activia nature sucre,bifidus yogurts,71.0,1.5,9.0,5.1,off,dairy & eggs,yogurt,bifidus yogurts,3
yogourt,greek-style yogurts,74.2857142857143,0.0,9.71428571428571,8.0,off,dairy & eggs,yogurt,greek-style yogurts,1
oikos,greek-style yogurts,57.1428571428571,0.0,3.42857142857143,9.71428571428571,off,dairy & eggs,yogurt,greek-style yogurts,1
plain greek yogurt,greek-style yogurts,51.4285714285714,0.0,3.42857142857143,9.71428571428571,off,dairy & eggs,yogurt,greek-style yogurts,3
greek yogurt,greek-style yogurts,85.7142857142857,1.71428571428571,9.14285714285714,8.0,off,dairy & eggs,yogurt,greek-style yogurts,2
greek yogurt strawberry,greek-style yogurts,57.1428571428571,0.0,4.0,10.2857142857143,off,dairy & eggs,yogurt,greek-style yogurts,3
oikos pro vanilla,greek-style yogurts,57.1428571428571,0.0,4.0,10.3,off,dairy & eggs,yogurt,greek-style yogurts,3
greek yogurt,greek-style yogurts,57.1428571428571,0.0,7.0,19.0,off,dairy & eggs,yogurt,greek-style yogurts,2
greek yogurt,yogurts,57.1428571428571,0.0,4.0,10.2857142857143,off,dairy & eggs,yogurt,yogurts,2
greek yogurt,greek-style yogurts,90.0,1.365,6.9025,3.6036,off,dairy & eggs,yogurt,greek-style yogurts,2
yogourt grec vanille,greek-style yogurts,74.2857142857143,0.0,15.0,17.0,off,dairy & eggs,yogurt,greek-style yogurts,3
greek yogurt plain,greek-style yogurts,57.1428571428571,0.0,6.0,19.0,off,dairy & eggs,yogurt,greek-style yogurts,3
silk oat,non-dairy-milk-beverages,32.0,1.8,3.2,0.4,off,,,non-dairy-milk-beverages,2
probiotic yogurt,bifidus yogurts,78.2608695652174,2.17,12.2,3.48,off,dairy & eggs,yogurt,bifidus yogurts,2
greek yogurt,plain-greek-style-yogurts,68.5714285714286,2.0,4.0,9.14285714285714,off,dairy & eggs,yogurt,plain-greek-style-yogurts,2
danone,yogurt drinks,52.1688694852941,0.807901194852941,8.46782628676471,2.61032536764706,off,dairy & eggs,yogurt,yogurt drinks,1
coconut plant based yogurt,coconutmilk yogurts,60.8695652173913,3.91304347826087,5.21739130434783,1.73913043478261,off,dairy & eggs,yogurt,coconutmilk yogurts,4
vanilla unsweetened coconut yogurt,coconut yogurts,60.8695652173913,3.47826086956522,5.21739130434783,1.73913043478261,off,dairy & eggs,yogurt,coconut yogurts,4
silk plant based greek yogurt,yogurts,108.571428571429,5.14285714285714,8.57142857142857,6.85714285714286,off,dairy & eggs,yogurt,yogurts,5
rye bread,rye breads,250.0,0.892857142857143,50.0,8.92857142857143,off,grains & pasta,bread,rye breads,2
multigrain bread,breads,229.16666666667,4.1666666666667,40.625,7.2916666666667,off,grains & pasta,bread,breads,2
yogurt,yogurts,39.1304347826087,0.0,6.08695652173913,3.47826086956522,off,dairy & eggs,yogurt,yogurts,1
banana yop,drinkable-yogurts,65.0,1.0,10.5,3.0,off,dairy & eggs,yogurt,drinkable-yogurts,2
four cheese pasta sauce,pasta sauces,56.0,2.4,7.2,1.6,off,condiments & sauces,cooking sauces,pasta sauces,4
fettucini alfredo with broccoli,pasta dishes,95.4198473282443,3.5,42.0,12.0,off,grains & pasta,pasta & noodles,pasta dishes,4
tomato ketchup,tomato ketchup,103.044075,0.508365,18.34099,4.20333,off,condiments & sauces,ketchup & mustard,tomato ketchup,2
sesame honey cashews,nuts-and-seeds,533.333333333333,46.1644971875,22.91878040625,16.07510555,off,snacks,nuts & seeds,nuts-and-seeds,3
puff pastry,pastries,395.3488,10.0,18.0,3.0,off,baked goods,cakes & pastries,pastries,2
oven baked cheese bites,dried-cheese,571.428571428572,44.0932660764048,1.76373064305619,49.3844580055734,off,,,dried-cheese,4
bread coop,breads,250.0,2.5,48.3333333333333,10.0,off,grains & pasta,bread,breads,2
almond butter granola,mueslis,290.0,11.999999999,36.999999998,5.9999999995,off,grains & pasta,cereal,mueslis,3
bakestone brothers pita,pitas,240.74074074074,1.8518518518519,50.0,9.2592592592593,off,grains & pasta,bread,pitas,3
dark pumpernickel tuscan pane,rye breads,229.166666666667,0.0,45.8333333333333,8.33333333333333,off,grains & pasta,bread,rye breads,4
sourdough bread,breads,250.0,0.0,48.08,9.62,off,grains & pasta,bread,breads,2
bread,breads,247.146375,1.35495625,57.07726875,8.173634375,off,grains & pasta,bread,breads,1
cottage cheese,cottage cheeses,88.0,2.0,4.0,12.8,off,dairy & eggs,cheese,cottage cheeses,2
cottage cheese,cheese spreads,90.0,1.5,4.0,15.0,off,dairy & eggs,cheese,cheese spreads,2
original tortilla chips,corn chips,540.0,30.0,60.0,6.0,off,snacks,chips & crisps,corn chips,3
tomatoes,tomatoes,19.3,0.26,2.49,0.86,off,vegetables,fresh vegetables,tomatoes,1
wild wonders organic grape tomatoes,tomatoes,19.3,0.26,2.49,0.86,off,vegetables,fresh vegetables,tomatoes,5
blueberry raspberry oat bran muffins,muffins,223.880597014925,5.97014925373134,43.2835820895522,5.97014925373134,off,grains & pasta,bread,muffins,5
tofu soft,tofu,52.9411764705882,2.94117647058824,1.17647058823529,5.88235294117647,off,plant-based alternatives,plant-based meat,tofu,2
tofu,tofu,152.941176470588,9.41,3.53,16.47,off,plant-based alternatives,plant-based meat,tofu,1
tofu,vegetarian-protien,141.176470588235,8.23529411764706,2.35294117647059,15.2941176470588,off,,,vegetarian-protien,1
tofu,tofu,164.70588235294,9.4117647058824,5.8823529411765,17.647058823529,off,plant-based alternatives,plant-based meat,tofu,1
rye bread,rye-bread-from-unleashed-wheat-flour,200.0,2.5,38.75,6.25,off,,,rye-bread-from-unleashed-wheat-flour,2
bavarian rye sourdough bread,sliced breads,209.090909090909,2.09090909090909,39.0909090909091,7.27272727272727,off,grains & pasta,bread,sliced breads,4
bavarian premium sandwich sourdough bread,breads,250.0,3.33333333333333,45.8333333333333,8.33333333333333,off,grains & pasta,bread,breads,5
bavarian multigrain sourdough bread,breads,253.846153846154,3.5,63.0,14.0,off,grains & pasta,bread,breads,4
organic seeded bread,sliced breads,167.322504780016,3.23844241365132,27.4081846011513,5.34943837376645,off,grains & pasta,bread,sliced breads,3
organic rosemary bread,breads,250.0,1.9230769230769,48.076923076923,5.7692307692308,off,grains & pasta,bread,breads,3
black soft licorice twists,licorice,333.333333333333,0.847321428571429,72.2012767857143,5.14821428571429,off,,,licorice,4
low fat kefir strawberry,kefir,50.0,0.83333333333333,7.5,3.3333333333333,off,dairy & eggs,yogurt,kefir,4
tortilla pockets kit,meal kits,261.363636363636,7.95454545454545,43.1818181818182,5.68181818181818,off,prepared & frozen meals,meal kits,meal kits,3
hearty minestrone soup,reheatable soups,40.9836065573771,0.81967213114754,6.9672131147541,1.6393442622951,off,,,reheatable soups,3
casa di mama pepperoni,p,237.974683544304,7.59493670886076,31.8987341772152,9.87341772151899,off,,,p,4
giuseppe pizzeria panini,pizzas,228.0,4.5072992234003,36.4243280319941,5.82599644252232,off,prepared & frozen meals,pizza,pizzas,3
tortelloni proscuitto,tortelloni,280.0,8.0,41.0,13.0,off,grains & pasta,pasta & noodles,tortelloni,2
gnocchi,potato gnocchi,211.764705882353,7.05882352941176,30.5882352941176,8.23529411764706,off,grains & pasta,pasta & noodles,potato gnocchi,1
gnocchi a poeler,potato gnocchi,333.333333333333,9.41176470588235,30.5882352941177,8.23529411764706,off,grains & pasta,pasta & noodles,potato gnocchi,3
organic ancient grains bread,breads,250.0,7.14,42.86,7.14,off,grains & pasta,bread,breads,4
dark chocolate and peanut butter,crunchy cereal clusters,500.0,16.6666666666667,60.0,13.3333333333333,off,grains & pasta,cereal,crunchy cereal clusters,5
apple cinnamon instant oatmeal,cereals and their products,420.0,5.0,80.0,10.0,off,grains & pasta,cereal,cereals and their products,4
crispy rice,cereals and their products,375.0,5.0,80.0,6.67,off,grains & pasta,cereal,cereals and their products,2
honey d corn flakes,cereals and their products,399.737093690248,0.4914375,36.64690625,2.073215625,off,grains & pasta,cereal,cereals and their products,3
rice puffs,cereals and their products,375.0,0.0,81.25,6.25,off,grains & pasta,cereal,cereals and their products,2
manna bread,breads,268.0,0.0,51.79,14.29,off,grains & pasta,bread,breads,2
millet rice,cereals and their products,400.0,6.67,73.33,13.33,off,grains & pasta,cereal,cereals and their products,2
cereale kamut,diet chocolate breakfast cereals,400.0,3.0,80.0,13.0,off,grains & pasta,cereal,diet chocolate breakfast cereals,2
flax plus maple pecan crunch,cereal flakes,383.333333333333,11.6666666666667,65.0,10.0,off,grains & pasta,cereal,cereal flakes,5
sunrise crunchy maple,breakfast cereals,366.6667,3.3333,83.3333,6.6667,off,grains & pasta,cereal,breakfast cereals,3
sunrise crunchy vanilla,breakfast cereals,375.0,3.75,85.0,5.0,off,grains & pasta,cereal,breakfast cereals,3
mesa sunrise with raisins cereal,cereals with fruits,389.830508474576,1.69491525423729,84.7457627118644,5.08474576271186,off,,,cereals with fruits,5
sunrise crunchy honey organic cereal,cereals and their products,392.857142857143,3.57142857142857,87.5,7.14285714285714,off,grains & pasta,cereal,cereals and their products,5
mesa sunrise cereal organic,organic-cereals,400.0,3.75,80.0,10.0,off,,,organic-cereals,4
pumpkin seed and flax granola,mueslis,369.4605,14.5102,48.74005,9.63195,off,grains & pasta,cereal,mueslis,5
koala crisp chocolate cereal,breakfast cereals,366.67,3.33,83.33,6.67,off,grains & pasta,cereal,breakfast cereals,4
pumpkin seed flax granola,breakfast cereals,372.385331011364,14.5215315028409,47.7771070568182,8.99449636670455,off,grains & pasta,cereal,breakfast cereals,5
honey almond gluten free granola,breakfast cereals,466.666666666667,15.0,70.0,10.0,off,grains & pasta,cereal,breakfast cereals,5
southwestern chopped salad,salad,88.2352941176471,12.0,8.0,4.0,off,,,salad,3
snickers,chocolate candies,523.0,29.0,58.0,5.6,off,sweets & confectionery,candy & gummy,chocolate candies,1
mexican style bistro express,rices,140.0,2.0,28.4,2.8,off,grains & pasta,rice,rices,4
fried style rice,rices,168.0,2.4,32.4,3.6,off,grains & pasta,rice,rices,3
tahini,tahini,500.0,46.6666666666667,6.66666666666667,20.0,off,fats & oils,other fats,tahini,1
soya sauce,soy sauces,66.666666666667,0.0,6.6666666666667,6.6666666666667,off,condiments & sauces,seasoning & spices,soy sauces,2
