item_name,cat,kcal_100g,fat_100g,carbs_100g,protein_100g,source,cat_l1,cat_l2,cat_l3,item_name_word_count
schinken in aspik,sausages,80.0,2.0,2.0,13.0,off,meat,sausages & hot dogs,sausages,3
high protein vanilla pudding,liégeois,75.6521739130435,2.4,6.2,10.0,off,dairy & eggs,dairy desserts,liégeois,4
safari nuggets,chicken nuggets,213.0,11.0,13.0,15.0,off,poultry,chicken,chicken nuggets,2
mozzarella grated,mozzarella,331.0,24.5,2.0,25.0,off,dairy & eggs,cheese,mozzarella,2
corned beef,corned beef,113.0,3.0,1.0,20.0,off,meat,processed meats & cold cuts,corned beef,2
rinderbouillon,bouillon cubes,272.0,20.0,14.0,8.4,off,soups,broth & stock,bouillon cubes,1
reiswaffeln,weisser-reis,382.35,1.47,82.35,7.35,off,,,weisser-reis,1
tropical juice drink,multifruit juices from concentrate,26.1,0.1,6.0,0.3,off,fruits,fruit juices,multifruit juices from concentrate,3
soy sauce,soy sauces,195.0,0.0,4.8,6.3,off,condiments & sauces,seasoning & spices,soy sauces,2
hackfleisch weniger fett,ground meats,117.0,5.0,0.0,18.0,off,other,other,ground meats,3
yaourt proteine,semolina puddings,84.0,1.5,9.4,7.8,off,dairy & eggs,dairy desserts,semolina puddings,2
semoule au lait iollhbkgv,dairy desserts,88.0,1.7,9.4,7.9,off,dairy & eggs,dairy desserts,dairy desserts,4
confiture fraises allegee en sucres,strawberry jams,169.0,0.2,39.9,0.5,off,sweets & confectionery,jams & spreads,strawberry jams,5
gouda,gouda,358.0,29.0,0.1,23.0,off,dairy & eggs,cheese,gouda,1
apricot jam,apricot jams,221.0,0.1,53.1,0.5,off,sweets & confectionery,jams & spreads,apricot jams,2
edamame spaghetti,spaghetti,340.0,9.9,11.6,40.2,off,grains & pasta,pasta & noodles,spaghetti,2
milchreis mit erbeeren,rice puddings with a fruit preparation,93.0,2.5,15.9,1.3,off,dairy & eggs,dairy desserts,rice puddings with a fruit preparation,3
rajcatovy protlak s bazalkou,tomato pastes,82.0,0.5,12.0,4.0,off,vegetables,canned vegetables,tomato pastes,4
mozzarella en cossettes,mozzarella,310.0,22.0,2.0,26.0,off,dairy & eggs,cheese,mozzarella,3
emmental rape,grated emmentaler,388.0,30.0,2.5,27.0,off,dairy & eggs,cheese,grated emmentaler,2
veganer reibegenuss,shredded cheese substitutes,272.0,21.5,18.1,0.3,off,,,shredded cheese substitutes,2
kania kerrie,spices,108.0,5.5,13.5,0.7,off,condiments & sauces,seasoning & spices,spices,2
bio hafer ohne zucker,oat-based drinks,33.0,1.5,3.7,0.6,off,plant-based alternatives,plant-based milk,oat-based drinks,4
high protein wraps,tortilla-trigo,293.0,7.0,37.0,18.0,off,,,tortilla-trigo,3
barista oat drink,oat-based drinks,58.0,3.2,5.7,0.9,off,plant-based alternatives,plant-based milk,oat-based drinks,3
bbq roasted salted corn,appetizers,437.0,12.0,72.0,7.5,off,other,other,appetizers,4
norwegischer raucher lachs,raucherlachs,165.0,9.0,0.5,21.0,off,,,raucherlachs,3
hummus paprika chili,hummus,279.0,22.0,11.5,6.0,off,legumes & beans,hummus & bean dips,hummus,3
mandelmehl,nut flours,380.0,12.0,7.0,53.0,off,,,nut flours,1
apfelessig naturtrub,cider vinegars,17.0,0.5,0.5,0.5,off,condiments & sauces,vinegar & oils,cider vinegars,2
express basmatireis mit olivenol verfeinert,white basmati rices,149.0,1.5,31.0,2.6,off,grains & pasta,rice,white basmati rices,5
kichererbsen linsen couscous,durum wheat semolinas for couscous,350.0,3.6,51.0,24.0,off,grains & pasta,flour & corn meal,durum wheat semolinas for couscous,3
protein schoko waffel,complements-pour-le-bodybuilding,523.0,39.0,37.0,16.0,off,,,complements-pour-le-bodybuilding,3
speisestarke,corn starch,351.0,0.5,87.0,0.5,off,grains & pasta,flour & corn meal,corn starch,1
gemusebruhe,bouillon powders,88.8541666666667,0.130659722222222,21.3189930555556,0.277604166666667,off,,,bouillon powders,1
worcester sauce,worcester-sauce,85.0,0.2,18.3,1.0,off,,,worcester-sauce,2
harissa,groceries,171.0,8.5,14.3,5.0,off,other,undefined,groceries,1
rinder fond,groceries,7.0,0.1,0.4,1.0,off,other,undefined,groceries,2
tafel meerrettich,horseradish mousse,165.0,11.0,11.0,2.0,off,,,horseradish mousse,2
blattspinat,spinach with cream sauce,23.0,0.5,0.6,2.8,off,vegetables,fresh vegetables,spinach with cream sauce,1
dunkle beerenmischung,frozen mixed berries,42.0,0.6,7.2,0.8,off,vegetables,frozen vegetables,frozen mixed berries,2
tannenzapfenkroketten,frozen ready-made meals,179.0,7.5,24.0,2.3,off,prepared & frozen meals,frozen dinners & entrees,frozen ready-made meals,1
lemon ice tea,lemon flavored iced teas,6.255312,0.0002984,1.56334,0.0004,off,beverages,tea,lemon flavored iced teas,3
peach iced tea,sweetened beverages,6.225912,8.4e-06,1.55724,0.0,off,beverages,soda & soft drinks,sweetened beverages,3
chocolate brownie,protein bars,564.651051625238,8.75,22.75,50.0,off,snacks,snack bars,protein bars,2
chocolate fudge,protein bars,373.0,20.0,25.0,21.0,off,snacks,snack bars,protein bars,2
klassisch kaffeepads maxipackung,coffee capsules,396.6,15.4,40.2,14.4,off,beverages,coffee,coffee capsules,3
naan brot tandoori masala,special breads,252.0,2.9,47.0,8.2,off,grains & pasta,bread,special breads,4
schnittlauch fein gehackt,frozen chives,31.0,0.6,1.6,2.8,off,,,frozen chives,3
krauter basilikum fein gehackt offen,frozen basil,36.0,0.5,2.6,3.5,off,,,frozen basil,5
basmati reis,samen,354.0,0.4,79.0,7.7,off,,,samen,2
reis milchreis,rices,351.0,0.5,79.0,7.0,off,grains & pasta,rice,rices,2
parboiled reis offen,parboiled white rices,348.0,0.6,78.0,8.1,off,,,parboiled white rices,3
dosen mandarinen,mandarins,66.0,0.5,15.0,0.7,off,fruits,fresh fruits,mandarins,2
kokosnussmilch klassik,coconut milks and creams,207.0,21.0,2.2,1.8,off,plant-based alternatives,plant-based milk,coconut milks and creams,2
kerne mix,nuts,573.0,48.0,8.0,24.0,off,snacks,nuts & seeds,nuts,2
bio honig flussig,honeys,302.0,0.1,75.1,0.4,off,sweets & confectionery,honey & syrups,honeys,3
bio sesamol kaltgepresst,sesame oils,828.0,92.0,0.5,0.5,off,fats & oils,vegetable & cooking oils,sesame oils,3
hahnchen geschnetzeltes,chicken breasts,102.0,1.6,0.0,22.0,off,poultry,chicken,chicken breasts,2
hahnchenbrust,raw-meats,110.0,2.0,0.5,23.0,off,,,raw-meats,1
sojasauce,groceries,59.0,0.5,6.0,8.3,off,other,undefined,groceries,1
profiteroles,cream puff,277.0,14.0,30.0,4.5,off,baked goods,cakes & pastries,cream puff,1
sonnenmais gemusemais zart jung,canned sweet corn,77.0,1.2,13.0,2.4,off,vegetables,canned vegetables,canned sweet corn,5
geflugel fleischwurst,poultry sausages,229.9,20.0,1.0,12.0,off,meat,sausages & hot dogs,poultry sausages,2
genieer salami klassik,pork salami,406.0,34.0,1.0,24.0,off,meat,processed meats & cold cuts,pork salami,3
zazikiquark,quarks,127.0,9.4,3.7,6.9,off,dairy & eggs,yogurt,quarks,1
truthahnbrust gepokelt and gegart,cut,106.0,2.0,1.0,21.0,off,other,undefined,cut,4
landleberwurst,liverwurst,324.0,29.0,1.0,14.4,off,,,liverwurst,1
landleberwurst mit schnittlauch,liverwurst,315.0,28.0,1.0,14.4,off,,,liverwurst,3
schinken wurst,wurste,280.0,22.0,0.7,21.0,off,,,wurste,2
schinken teewurst,sausages,356.0,32.0,1.0,16.0,off,meat,sausages & hot dogs,sausages,2
mini ostereier edel vollmilch,chocolate eggs,579.0,38.0,51.0,7.3,off,sweets & confectionery,chocolate,chocolate eggs,4
mozzarella,mozzarella,246.4,19.0,1.0,18.0,off,dairy & eggs,cheese,mozzarella,1
mozzarella minis light,mozzarella,161.0,8.5,1.0,20.0,off,dairy & eggs,cheese,mozzarella,3
spatzle,spätzle,164.0,3.1,27.0,6.1,off,grains & pasta,pasta & noodles,spätzle,1
grobes meersalz,groceries,0.0,0.0,0.0,0.0,off,other,undefined,groceries,2
pinienkerne,pine nuts,596.0,51.0,7.3,24.0,off,snacks,nuts & seeds,pine nuts,1
schokolade kaffee sahne,chocolates,559.0,35.0,51.0,8.2,off,sweets & confectionery,chocolate,chocolates,3
vollkorn sandwich,wholemeal sliced breads,239.0,3.2,40.7,8.6,off,grains & pasta,bread,wholemeal sliced breads,2
fettarmer fruchtjoghurt erdbeere,fruit yogurts with fruit chunks,77.0,1.4,12.0,3.2,off,dairy & eggs,yogurt,fruit yogurts with fruit chunks,3
kokosol,coconut oils,900.0,100.0,0.5,0.5,off,fats & oils,vegetable & cooking oils,coconut oils,1
kabeljau ruckenfilet natur,fisch-und-meeresfruchte,80.0,0.5,0.0,19.0,off,other,other,fisch-und-meeresfruchte,3
sonnenblumenol,sunflower oils,828.0,92.0,0.5,0.5,off,fats & oils,vegetable & cooking oils,sunflower oils,1
reines rapsol,rapeseed oils,900.0,100.0,0.0,0.0,off,fats & oils,vegetable & cooking oils,rapeseed oils,2
alpighurt erdbeere,strawberry yogurts,95.0,2.9,13.0,2.8,off,dairy & eggs,yogurt,strawberry yogurts,2
alpighurt zitrone,lemon yogurts,89.0,3.3,12.0,3.1,off,dairy & eggs,yogurt,lemon yogurts,2
ei schnittlauch,egg salads,286.0,26.0,4.6,9.1,off,vegetables,salads,egg salads,2
milchbrotchen,milk bread rolls,336.0,9.2,54.0,8.9,off,grains & pasta,bread,milk bread rolls,1
shrimps salat,shrimps,296.0,27.0,5.2,8.1,off,fish & seafood,shellfish,shrimps,2
scharfer senf,groceries,183.0,14.0,1.7,9.0,off,other,undefined,groceries,2
balsamico di modena,balsamic vinegars of modena,102.0,0.0,20.0,1.1,off,condiments & sauces,vinegar & oils,balsamic vinegars of modena,3
heringsfilet tomate,canned herrings,226.0,17.0,5.2,12.0,off,fish & seafood,canned & smoked fish,canned herrings,2
sonnenblumen margarine,margarines,720.0,79.9,0.1,0.0,off,fats & oils,butter & margarine,margarines,2
sensation mini,vanilla-ice-cream-bars,347.0,22.0,33.0,3.7,off,,,vanilla-ice-cream-bars,2
haltbare schlagsahne,whipped creams,292.0,30.0,3.2,2.3,off,dairy & eggs,butter & cream,whipped creams,2
riesengarnelenschwanze provencale,prawns,84.0,4.4,0.5,11.0,off,fish & seafood,shellfish,prawns,2
paniermehl,bread crumbs,350.0,1.4,70.0,12.0,off,grains & pasta,bread,bread crumbs,1
waldhonig herb wurdig,forest honeys,320.0,0.5,80.0,0.5,off,,,forest honeys,3
fruchtaufstrich aprikose,apricot jams,177.0,0.5,42.0,0.7,off,sweets & confectionery,jams & spreads,apricot jams,2
hustin,susswaren,390.0,0.0,96.0,0.5,off,meat,sausages & hot dogs,susswaren,1
curly fries,frozen fries,179.0,8.0,23.0,2.5,off,vegetables,frozen vegetables,frozen fries,2
pommes frites,frozen fries,150.0,5.4,21.8,2.6,off,vegetables,frozen vegetables,frozen fries,2
wellenschnitt pommes,frozen fries,150.0,5.1,22.3,2.5,off,vegetables,frozen vegetables,frozen fries,2
brie spitze,bries,355.0,32.0,1.0,17.0,off,dairy & eggs,cheese,bries,2
schmelzkase sahnig,cheese spreads,283.0,23.0,7.0,11.0,off,dairy & eggs,cheese,cheese spreads,2
mehrkorn wraps,flatbreads,311.0,7.26,51.0,7.74,off,grains & pasta,bread,flatbreads,2
gouda,sliced cheeses,361.0,29.0,0.5,25.0,off,dairy & eggs,cheese,sliced cheeses,1
frischkase ananas papaya,dairies,317.0,24.4,15.0,8.3,off,other,other,dairies,3
frischkase natur,fresh cheeses,241.0,23.0,2.9,5.5,off,dairy & eggs,cheese,fresh cheeses,2
korniger frischkase halbfettstufe,plain cottage cheeses,103.0,4.6,2.7,12.2,off,dairy & eggs,cheese,plain cottage cheeses,3
frischkase krauter,cream cheeses,241.0,23.0,3.0,5.4,off,dairy & eggs,cheese,cream cheeses,2
steinofenpizza margherita,margherita pizza,218.0,4.3,34.5,9.0,off,prepared & frozen meals,pizza,margherita pizza,2
rapsol,rapeseed oils,819.0,91.0,0.5,0.5,off,fats & oils,vegetable & cooking oils,rapeseed oils,1
teller linsen,brown lentils,326.0,1.6,44.0,25.0,off,,,brown lentils,2
unser kerniges roggenvolkornbrot,wholemeal breads,212.5,4.5,32.4,6.2,off,grains & pasta,bread,wholemeal breads,3
bauernschnitten,sliced breads,229.0,1.25,44.5,6.96,off,grains & pasta,bread,sliced breads,1
erdnusse trockengerostet pikant,peanuts,590.0,46.0,15.0,26.0,off,snacks,nuts & seeds,peanuts,3
gebackstangen kase,salty snacks,491.0,24.0,55.0,12.0,off,snacks,other snacks,salty snacks,2
amaranth pops,amaranth,396.0,7.0,66.0,14.0,off,,,amaranth,2
bio quinoa pops,pflanzliche-lebensmittel-und-getranke,382.0,5.2,66.2,13.0,off,plant-based alternatives,plant-based other,pflanzliche-lebensmittel-und-getranke,3
joghurt bio,plain yogurts,75.0,3.8,4.7,5.0,off,dairy & eggs,yogurt,plain yogurts,2
spatzle nudeln,swabian spätzle,372.0,3.7,68.0,15.0,off,grains & pasta,pasta & noodles,swabian spätzle,3
sahne meerrettich sahnig mil,grated horseradish,302.0,27.0,10.0,2.2,off,condiments & sauces,seasoning & spices,grated horseradish,4
karamellisierte cashewkerne,caramelized nuts,515.0,26.7,54.9,12.2,off,,,caramelized nuts,2
karamellisierte mandeln,sugar coated almonds,506.0,26.3,52.9,11.1,off,snacks,nuts & seeds,sugar coated almonds,2
karamellisierte mandeln mit sesam,caramelized nuts,534.0,32.0,44.0,15.0,off,,,caramelized nuts,4
salatdressing joghurt,salad dressings,145.0,11.0,9.4,1.9,off,condiments & sauces,salad dressing & mayonnaise,salad dressings,2
salatdressing french,salad dressings,140.0,10.0,11.3,0.5,off,condiments & sauces,salad dressing & mayonnaise,salad dressings,2
salatdressing sylter art,salad dressings,236.887145572917,23.4894550716146,5.65518342447917,0.425176276041667,off,condiments & sauces,salad dressing & mayonnaise,salad dressings,3
hahnchen paprika,huhnchen,162.0,9.3,0.7,18.7,off,,,huhnchen,2
backpulver,baking powder or raising agent,235.0,0.5,4.0,0.5,off,baked goods,baking mixes,baking powder or raising agent,1
nudeln dinkel pasta spaghetti,pflanzliche-lebensmittel-und-getranke,353.0,1.6,70.0,13.0,off,plant-based alternatives,plant-based other,pflanzliche-lebensmittel-und-getranke,4
erdnussol,pflanzliche-lebensmittel-und-getranke,819.0,91.0,0.5,0.5,off,plant-based alternatives,plant-based other,pflanzliche-lebensmittel-und-getranke,1
dinkel bio,spelts,389.0,4.9,73.0,11.0,off,grains & pasta,other grains,spelts,2
delikatess rotkohl,red cabbage,59.0,0.5,11.0,1.2,off,vegetables,fresh vegetables,red cabbage,2
pesto spinat ziegenkase,groceries,289.0,27.0,5.5,5.4,off,other,undefined,groceries,3
buffet koch hinterschinken,cut,103.0,2.0,1.0,20.0,off,other,undefined,cut,3
ceci,canned chickpeas,119.0,2.1,15.0,7.0,off,legumes & beans,canned beans,canned chickpeas,1
cremiger quarkgenuss pfirsich maracuja,dairy desserts,134.0,5.0,17.0,5.5,off,dairy & eggs,dairy desserts,dairy desserts,4
bio rohschinkenwurfel gerauchert fettreduziert,hams,137.0,5.0,1.0,22.0,off,meat,processed meats & cold cuts,hams,4
durum,wheat flatbreads,302.0,5.7,53.0,9.0,off,grains & pasta,bread,wheat flatbreads,1
bio kurkumapulver,turmeric powder,355.0,2.6,71.0,8.4,off,,,turmeric powder,2
fix fur salatsauce italienische art,groceries,436.0,45.0,6.1,3.0,off,other,undefined,groceries,5
frucht auf joghurt erdbeere,fruit yogurts,95.0,3.5,12.0,3.5,off,dairy & eggs,yogurt,fruit yogurts,4
frucht auf joghurt pfirsich maracuja,fruit yogurts,96.0,3.5,13.0,3.4,off,dairy & eggs,yogurt,fruit yogurts,5
joghurt natur,yogurts,57.3613766730401,4.0,4.1,4.0,off,dairy & eggs,yogurt,yogurts,2
milchreis zimt,rice puddings,113.0,2.0,20.5,2.9,off,dairy & eggs,dairy desserts,rice puddings,2
milchreis rhabarber,rice puddings with a fruit preparation,114.0,2.0,21.0,2.9,off,dairy & eggs,dairy desserts,rice puddings with a fruit preparation,2
milchreis apfel,rice puddings with a fruit preparation,115.0,2.0,21.0,2.9,off,dairy & eggs,dairy desserts,rice puddings with a fruit preparation,2
schokodrink vollmilch,latte macchiato,81.0,3.7,8.0,3.7,off,beverages,coffee,latte macchiato,2
schokodrink fettarm,latte macchiato,64.0,1.8,8.0,3.7,off,beverages,coffee,latte macchiato,2
mon dessert double coffee,desserts,115.0,4.5,16.0,2.5,off,dairy & eggs,dairy desserts,desserts,4
butter milsani,butters,742.0,82.0,0.5,0.6,off,dairy & eggs,butter & cream,butters,2
skyr kirsche,skyrs,74.0,0.2,8.0,9.5,off,dairy & eggs,yogurt,skyrs,2
pudding caramel flavour,puddings,79.0,1.6,6.2,10.0,off,dairy & eggs,dairy desserts,puddings,3
protein wraps,wheat flatbreads,318.0,8.7,38.5,18.4,off,grains & pasta,bread,wheat flatbreads,2
toast brotchen weizen,pane-da-toast,242.0,1.8,45.0,10.0,off,,,pane-da-toast,3
deglet nour datteln,deglet noor dates,295.0,0.5,66.0,2.4,off,,,deglet noor dates,3
kartoffelknodel,pflanzliche-lebensmittel-und-getranke,102.0,0.8,22.0,1.1,off,plant-based alternatives,plant-based other,pflanzliche-lebensmittel-und-getranke,1
griechischer joghurt,greek-style yogurts,115.0,9.4,3.5,3.3,off,dairy & eggs,yogurt,greek-style yogurts,2
drillinge speisekartoffeln,potatoes,80.5,0.34,16.7,1.8,off,vegetables,fresh vegetables,potatoes,2
brokkoli,broccoli,36.0,0.48,1.7,3.95,off,vegetables,fresh vegetables,broccoli,1
apfel braeburn,fresh fruits,48.9,0.13,10.7,0.27,off,,,fresh fruits,2
putenbrust mit honig,cooked turkey breast slices,114.0,2.0,1.8,22.0,off,meat,processed meats & cold cuts,cooked turkey breast slices,3
schnitzel,pork,102.0,2.0,0.5,21.0,off,meat,pork,pork,1
griepudding high protein zimt,milchprodukte,79.2,1.5,8.6,7.6,off,other,other,milchprodukte,4
schnitzel,pork,115.0,3.0,0.0,22.0,off,meat,pork,pork,1
light mayonnaise,mayonnaises,233.333333333333,23.3333333333333,6.66666666666667,0.0,off,condiments & sauces,salad dressing & mayonnaise,mayonnaises,2
ajvar scharf,ajvar,64.0,2.4,7.3,1.4,off,condiments & sauces,salsa & dips,ajvar,2
pesto alla genovese,green pestos,472.0,48.0,4.4,4.3,off,condiments & sauces,cooking sauces,green pestos,3
take away milchschokolade,sandwich biscuits,494.0,22.5,66.0,5.8,off,baked goods,cookies & biscuits,sandwich biscuits,3
pepitas roasted with salt,food,563.970510423648,49.3844580055734,10.5682740131927,31.7048220395781,off,other,undefined,food,4
alla genocese pesto,green pestos,440.0,39.0168828125,3.20047916666666,3.93153515625,off,condiments & sauces,cooking sauces,green pestos,3
tomaten passiert,strained tomatoes,25.0,0.5,4.3,1.2,off,vegetables,canned vegetables,strained tomatoes,2
tomaten gehackt,peeled tomatoes,22.0,0.0,3.3,1.3,off,vegetables,canned vegetables,peeled tomatoes,2
sandwich pute and ei,poultry sandwiches,277.0,17.4,19.7,9.6,off,,,poultry sandwiches,4
greek yogurt drink,strawberry yogurt drinks,53.0938565340909,0.168702059659091,10.3378515625,1.96696732954545,off,dairy & eggs,yogurt,strawberry yogurt drinks,3
bio mandeldrink ungesut and gerostet,pflanzliche-lebensmittel-und-getranke,13.38,1.2,0.1,0.5,off,plant-based alternatives,plant-based other,pflanzliche-lebensmittel-und-getranke,5
super zero yogurt,greek-style yogurts,60.0,0.0,4.66666666666667,10.0,off,dairy & eggs,yogurt,greek-style yogurts,3
classic white bread,breads,250.0,3.57142857142857,46.4285714285714,7.14285714285714,off,grains & pasta,bread,breads,3
rising crust four cheese pizza,frozen pizzas and pies,235.714285714286,8.57142857142857,29.2857142857143,10.7142857142857,off,prepared & frozen meals,pizza,frozen pizzas and pies,5
protein greek style yoghurt natural,greek-style yogurts,34.8,0.19,4.99,3.28,off,dairy & eggs,yogurt,greek-style yogurts,5
protein greek style yogurt vanilla,low-fat yogurts,74.4,0.0,8.56,10.0,off,dairy & eggs,yogurt,low-fat yogurts,5
honey roasted cashews,cashew nuts,28.1,44.1,28.1825,15.674,off,snacks,nuts & seeds,cashew nuts,3
straight cut chips,straight-cut-chips,163.0,4.2,27.6,2.4,off,,,straight-cut-chips,3
selection bourbon vanilleeis,vanilla ice cream tubs,191.0,8.9,26.0,1.5,off,dairy & eggs,ice cream & frozen yogurt,vanilla ice cream tubs,3
honey wheat bread,breads,252.83375,8.77685625,49.4255625,7.390446875,off,grains & pasta,bread,breads,3
oat milk,oat-based drinks,49.2,1.52,7.2,1.32,off,plant-based alternatives,plant-based milk,oat-based drinks,2
basmatireis,basmati rices,358.0,1.1,78.0,8.6,off,grains & pasta,rice,basmati rices,1
thunfisch filets,tuna fillets,111.0,1.0,0.5,26.0,off,fish & seafood,fresh fish,tuna fillets,2
low carb tortilla aldi,tortillas,63.1115625,3.01400168609619,27.2900634155273,7.0258265625,off,grains & pasta,bread,tortillas,4
bio belugalinsen,lentils,83.65,0.5,11.0,7.0,off,legumes & beans,dried legumes,lentils,2
shii take pilze getrocknet,dried mushrooms,185.0,1.9,3.0,20.0,off,,,dried mushrooms,4
flour tortillas,wheat flatbreads,281.69014084507,5.63380281690141,50.7042253521127,8.45070422535211,off,grains & pasta,bread,wheat flatbreads,2
extra virgin olive oil,virgin olive oils,900.0,99.9,0.0,0.25,off,fats & oils,vegetable & cooking oils,virgin olive oils,4
carb control original,f,142.857142857143,3.0,19.0,4.0,off,,,f,3
ravioli,meat ravioli,94.0,2.7,14.0,3.1,off,,,meat ravioli,1
passierte tomaten,groceries,29.0,0.5,5.0,0.7,off,other,undefined,groceries,2
fadennudeln,cereals and their products,352.0,2.2,68.0,13.0,off,grains & pasta,cereal,cereals and their products,1
fleckerl,noodles,352.0,2.2,68.0,13.0,off,grains & pasta,pasta & noodles,noodles,1
spaghetti,durum wheat spaghetti,351.0,1.4,71.0,12.0,off,grains & pasta,pasta & noodles,durum wheat spaghetti,1
penne rigate,penne rigate,351.0,1.4,71.0,12.0,off,grains & pasta,pasta & noodles,penne rigate,2
fusilli,fusilli,351.0,1.4,71.0,12.0,off,grains & pasta,pasta & noodles,fusilli,1
nonfat greek yogurt,yogurts,64.4055908203125,0.1492041015625,16.0625341796875,1.8407177734375,off,dairy & eggs,yogurt,yogurts,3
nonfat greek yogurt blueberry,greek-style yogurts,73.3333333333333,0.0,9.33333333333333,8.0,off,dairy & eggs,yogurt,greek-style yogurts,4
blueberry blended nonfat greek yogurt,yogurts,67.2651785714286,0.182020089285714,15.1160714285714,1.96534598214286,off,dairy & eggs,yogurt,yogurts,5
raspberry protein yoghurt,yogurts,76.5,0.45,5.3,12.75,off,dairy & eggs,yogurt,yogurts,3
udon nudeln japanisch,udon,343.0,1.0,73.0,9.0,off,grains & pasta,pasta & noodles,udon,3
soba nudeln japanisch,noodles,297.0,0.5,62.0,10.0,off,grains & pasta,pasta & noodles,noodles,3
cashew cranberry mix,dried-mixed-fruits,456.0,22.0,54.0,8.9,off,,,dried-mixed-fruits,3
teegetrank waldfrucht,tea-based beverages,18.0,0.0,4.3,0.0,off,beverages,tea,tea-based beverages,2
sauerkraut hausmacher art mit rohschinkenwurfeln,sauerkrauts,55.0,2.0,5.3,1.5,off,vegetables,"pickles, olives & peppers",sauerkrauts,5
pita bread white,pitas,315.8488125,6.78763125,51.448484375,9.09982375,off,grains & pasta,bread,pitas,3
reispapier tapioka,rice paper,349.0,0.4,86.0,0.4,off,other,other,rice paper,2
bio bergbauernkase nussig,sliced cheeses,335.0,27.0,0.0,23.0,off,dairy & eggs,cheese,sliced cheeses,3
bergbauern winzer le rose,cheeses,361.0,29.0,0.0,25.0,off,dairy & eggs,cheese,cheeses,4
bergbauern mozzarella gerieben,mozzarella,312.0,22.0,3.6,25.0,off,dairy & eggs,cheese,mozzarella,3
pinsa,pinsa breads,263.0,4.8,44.0,9.4,off,grains & pasta,bread,pinsa breads,1
wintergenuss gebrannte mandeln,yogurts,97.0,3.7,12.0,3.7,off,dairy & eggs,yogurt,yogurts,3
super zero yogurt nonfat greek,greek-style yogurts,58.8235294117647,0.0,4.11764705882353,11.1764705882353,off,dairy & eggs,yogurt,greek-style yogurts,5
super zero yogurt,yogurts,58.8235294117647,0.0,4.11764705882353,10.0,off,dairy & eggs,yogurt,yogurts,3
american cookies mit chocolate chips,drop cookies,497.0,26.0,57.0,6.3,off,baked goods,cookies & biscuits,drop cookies,5
dreemy protein pudding,caramel creamy puddings,73.0,1.6,4.6,10.0,off,dairy & eggs,dairy desserts,caramel creamy puddings,3
racer protein pudding,yogurts high in protein on a fruit layer,73.0,1.6,4.6,10.0,off,dairy & eggs,yogurt,yogurts high in protein on a fruit layer,3
kcups medium roast,coffee capsules,2.0,15.4,40.2,0.3,off,beverages,coffee,coffee capsules,3
kefir blueberry,yogurts,54.1666666666667,0.833333333333333,7.5,4.16666666666667,off,dairy & eggs,yogurt,yogurts,2
barista drink hafer,milk substitutes,62.0,3.0,7.1,1.3,off,plant-based alternatives,plant-based milk,milk substitutes,3
uncured turkey bacon,turkey and its products,178.571428571429,3.0,1.0,6.0,off,poultry,turkey,turkey and its products,3
gold syrup,golden-syrup,317.0,0.0,79.0,0.3,off,,,golden-syrup,2
sweet chilli stir fry sauce,stir-fry-sauce,75.9355367385959,0.0,24.6,0.0,off,,,stir-fry-sauce,5
chips paprika style,vorspeisen,532.0,33.0,51.0,5.6,off,other,other,vorspeisen,3
traubensaft,beverages,67.0,0.0,16.0,0.0,off,beverages,other beverages,beverages,1
hahnchenbrust aufschnitt scheiben,cut,53.5,2.0,1.0,21.2,off,other,undefined,cut,3
lachsruckenfilet trockengesalzen kaltgerauchert,smoked salmons from farming,170.0,8.7,0.0,23.0,off,fish & seafood,canned & smoked fish,smoked salmons from farming,3
hydration with electrolytes cotton candy,electrolyte-drink,312.5,0.0,75.0,0.0,off,beverages,energy & sport drinks,electrolyte-drink,5
fries aldi,french-fries,188.235294117647,7.05882352941176,30.5882352941176,3.52941176470588,off,snacks,other snacks,french-fries,2
kidneybohnen,red beans,98.0,0.7,11.9,8.0,off,legumes & beans,canned beans,red beans,1
nordic sourdough sea salt crackers,handmade breadsticks,39.9205979567308,7.45009615384616,56.2914903846154,14.8180491286058,off,grains & pasta,bread,handmade breadsticks,5
organic croutons seasoned,croutons,428.571428571429,14.2857142857143,57.1428571428571,14.2857142857143,off,snacks,other snacks,croutons,3
organic croutons caesar,croutons,428.571428571429,14.2857142857143,57.1428571428571,14.2857142857143,off,snacks,other snacks,croutons,3
rote linsen strozzapreti,lentil pasta,342.0,1.6,53.1,25.8,off,grains & pasta,pasta & noodles,lentil pasta,3
nordic sourdough jalapeno crackers,cracker,41.445343017578,7.47110677083332,56.31408203125,14.7385301717122,off,,,cracker,4
bio dinkelpops mit honig,pflanzliche-lebensmittel-und-getranke,391.0,4.9,73.0,11.0,off,plant-based alternatives,plant-based other,pflanzliche-lebensmittel-und-getranke,4
coconut clusters,snacks variety packs,571.428571428571,46.4285714285714,32.1428571428571,14.2857142857143,off,snacks,other snacks,snacks variety packs,2
basis fur pasta bolognese,sauces and condiments variety packs,304.0,3.4,57.0,6.7,off,,,sauces and condiments variety packs,4
tropische fruchte papaya,papayas,63.0,0.0,14.1,0.4,off,,,papayas,3
vanilla overnight oats,yogurts,139.333333333333,2.6,20.4,7.46666666666667,off,dairy & eggs,yogurt,yogurts,3
raspberry overnight oats,yogurts,132.0,2.3,20.2,6.9,off,dairy & eggs,yogurt,yogurts,3
